image_id,image,brightness_threshold,defect_percentage,number_of_defects,yellow_ratio,largest_defect_ratio,mean_defect_ratio,aspect_ratio,circularity,solidity,grade
NDM_M1 (117),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (117).jpg,20,0.05583661509784074,4,92.45582943761235,0.00023432379114783825,0.00013959153774460186,2.2284595300261096,0.6127729844925827,0.9768152597744757,NDM_M1
NDM_M1 (118),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (118).jpg,21,0.04030428681458973,4,92.59540615537198,0.00012766541111427636,0.00010076071703647432,0.44958968347010553,0.6106819726729985,0.9763744493892311,NDM_M1
NDM_M1 (119),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (119).jpg,25,0.03764392077567987,2,74.46709652439057,0.0001968239286271262,0.00018821960387839937,2.042579075425791,0.6068670101336264,0.9576490077332556,NDM_M1
NDM_M1 (12),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (12).jpg,21,0.11650959888119,4,80.1864153582099,0.0004499475557815778,0.000291273997202975,0.48549883990719256,0.615694655995816,0.9624160617396705,NDM_M1
NDM_M1 (120),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (120).jpg,26,0.046873152219486756,3,73.51032606942816,0.00019566315834739886,0.00015624384073162253,0.48988095238095236,0.6061862088653618,0.9575811813495021,NDM_M1
NDM_M1 (121),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (121).jpg,17,0.0749471519539948,4,63.53490248735606,0.0002765777677028752,0.00018736787988498702,2.1095541401273885,0.6089097578087076,0.9556258620976186,NDM_M1
NDM_M1 (122),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (122).jpg,17,0.061378700072873646,3,63.44334507408821,0.0003014713537148211,0.00020459566690957882,0.47342995169082125,0.6053557366540764,0.9558005483253952,NDM_M1
NDM_M1 (123),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (123).jpg,19,0.11358316116716774,6,89.40700081544234,0.0002945514188593522,0.00018930526861194623,2.022673031026253,0.6188481464598011,0.9551469548160803,NDM_M1
NDM_M1 (124),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (124).jpg,19,0.10518604394048826,6,89.56477982742463,0.0002748476197266196,0.00017531007323414707,0.4946933962264151,0.6157881636149555,0.9546435313769484,NDM_M1
NDM_M1 (125),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (125).jpg,17,0.08211524010375003,4,74.86495931609014,0.00036562997438570127,0.00020528810025937508,2.0935960591133007,0.6067302732986489,0.9491981987391174,NDM_M1
NDM_M1 (126),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (126).jpg,17,0.06715299573048322,4,75.04897624500644,0.0002605334270445815,0.00016788248932620806,0.4779281930547381,0.6010618186513071,0.9490123547485189,NDM_M1
NDM_M1 (127),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (127).jpg,17,0.12706262323130202,5,32.46638730425951,0.00046890797052055646,0.000254125246462604,2.13727959697733,0.5653352634712585,0.9449168122941156,NDM_M1
NDM_M1 (128),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (128).jpg,17,0.13066007917337782,4,32.61037804544868,0.00033493791074190463,0.00032665019793344453,0.46733372572101234,0.5612575211071744,0.9449868512365467,NDM_M1
NDM_M1 (129),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (129).jpg,17,0.09638944357493658,6,45.11069134869663,0.0003054671056182201,0.0001606490726248943,2.1634980988593155,0.5648405102507589,0.9432574289652864,NDM_M1
NDM_M1 (13),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (13).jpg,21,0.12883041294974834,4,85.45708464870063,0.0007528923451718827,0.00032207603237437084,2.033214709371293,0.632216182770421,0.9644136112529945,NDM_M1
NDM_M1 (130),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (130).jpg,17,0.06681346199512121,4,44.70209183343048,0.00023638365390842562,0.00016703365498780303,0.46252927400468385,0.5622155245555588,0.9433212158318346,NDM_M1
NDM_M1 (131),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (131).jpg,20,0.08419573933539395,4,85.35849600295361,0.00042435553114229303,0.00021048934833848488,2.2190352020860495,0.5819856201249195,0.955232621728315,NDM_M1
NDM_M1 (132),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (132).jpg,20,0.07372580977390376,3,85.47680338395838,0.0003984570482436936,0.0002457526992463459,0.45011737089201875,0.5807155954336379,0.9549670229640821,NDM_M1
NDM_M1 (133),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (133).jpg,22,0.0572055966892824,2,95.33706821316967,0.0003085498719067594,0.000286027983446412,2.193717277486911,0.5711385097849271,0.9533098357428047,NDM_M1
NDM_M1 (134),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (134).jpg,22,0.047738984848501906,2,95.30108775078449,0.00025333187714417286,0.00023869492424250953,0.4552505966587112,0.5792069979512688,0.9535359523819771,NDM_M1
NDM_M1 (135),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (135).jpg,22,0.05792867217408825,3,85.45696487339647,0.0002665558465981597,0.0001930955739136275,2.0611995104039167,0.6108790731556263,0.9657770618870807,NDM_M1
NDM_M1 (136),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (136).jpg,23,0.06714732963463459,4,85.61672723915362,0.00025390084018096207,0.00016786832408658648,0.4851543942992874,0.6086312576787957,0.9653644065130261,NDM_M1
NDM_M1 (137),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (137).jpg,21,0.08556759840273817,3,89.5939164821565,0.0004776315662254537,0.0002852253280091272,2.057142857142857,0.6096204336981654,0.9677244098769784,NDM_M1
NDM_M1 (138),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (138).jpg,22,0.08545661771600756,3,89.69097378975933,0.0004640178337520772,0.00028485539238669186,0.48582995951417,0.6049864930881816,0.9680006788516156,NDM_M1
NDM_M1 (139),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (139).jpg,30,0.03703190796391184,1,95.62818323100832,0.0003703190796391184,0.0003703190796391184,2.0864197530864197,0.6629197527397374,0.9882936655063095,NDM_M1
NDM_M1 (14),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (14).jpg,21,0.13621162040151716,4,85.71152777371516,0.0008141496280262478,0.0003405290510037929,0.4921190893169877,0.6292152125270568,0.96437595863592,NDM_M1
NDM_M1 (140),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (140).jpg,29,0.03435989062272429,1,95.76993848041076,0.00034359890622724296,0.00034359890622724296,0.48104265402843605,0.6608667115191194,0.9886748687040693,NDM_M1
NDM_M1 (141),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (141).jpg,24,0.0,0,93.18300390162264,0.0,0.0,2.132315521628499,0.6439129133496381,0.9877126481817271,NDM_M1
NDM_M1 (142),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (142).jpg,25,0.0,0,93.28462568527098,0.0,0.0,0.46897374701670647,0.6354730004232093,0.9872106107860539,NDM_M1
NDM_M1 (143),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (143).jpg,18,0.07269232256389578,5,54.75808812563178,0.0002319967741400929,0.00014538464512779155,2.0744010088272384,0.6382828931918016,0.9823623960214933,NDM_M1
NDM_M1 (144),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (144).jpg,19,0.07688161115578689,5,55.166974487676846,0.00024080734528680376,0.00015376322231157376,0.48206686930091186,0.6381780133267545,0.9818406884214691,NDM_M1
NDM_M1 (145),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (145).jpg,20,0.3146821710072827,8,23.82518656157281,0.0018484901677876774,0.00039335271375910333,2.1474358974358974,0.5928843587890396,0.975985251650003,NDM_M1
NDM_M1 (146),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (146).jpg,20,0.2946100481923844,7,24.43744350365588,0.0018881145063891014,0.00042087149741769207,0.46539379474940334,0.6059086622659515,0.976556112380747,NDM_M1
NDM_M1 (147),c:\Users\noppa\OneDrive\Desktop\mango\data\jpg\NDM_M1\NDM_M1 (147).jpg,13,0.08429793795108335,5,84.06584774145453,0.0003467267370738647,0.00016859587590216672,2.0521739130434784,0.6288271741445746,0.9673987710729478,NDM_M1
